Hours Studied,Previous Scores,Sleep Hours,Sample Question Papers Practiced,Performance Index,Extracurricular Activities
8,86,6,0,79,Yes
6,49,5,1,35,Yes
6,44,8,4,33,No
1,91,8,1,65,No
4,87,8,0,69,No
1,92,6,9,66,Yes
4,65,5,2,45,No
2,61,9,0,37,No
5,83,8,9,71,Yes
9,62,6,7,59,No
3,52,4,7,32,Yes
8,48,7,7,40,No
3,88,5,6,73,Yes
6,59,6,6,48,Yes
4,67,7,1,52,Yes
8,83,7,8,79,No
6,96,6,6,85,No
8,76,9,4,72,No
1,63,9,3,39,No
6,83,6,7,72,Yes
1,72,6,4,51,No
1,59,8,5,36,No
8,99,4,3,89,Yes
7,87,9,1,82,Yes
3,69,8,6,51,Yes
6,83,7,1,75,Yes
9,48,7,6,44,No
7,84,7,6,72,Yes
3,88,6,0,66,No
6,56,5,9,41,No
4,75,8,9,59,Yes
3,53,5,2,31,Yes
9,58,4,2,54,Yes
2,46,4,5,23,Yes
1,98,8,2,75,Yes
2,42,7,8,21,No
7,72,9,4,69,Yes
1,83,4,5,56,No
6,71,5,5,60,Yes
7,86,5,7,79,No
9,50,9,9,47,No
8,81,6,2,72,No
6,41,7,8,31,Yes
3,65,6,6,45,Yes
8,43,8,5,40,Yes
7,56,4,0,46,No
3,56,9,3,38,No
9,67,9,4,64,Yes
2,69,9,1,46,Yes
3,79,6,0,58,No
2,62,6,1,37,No
1,85,8,7,62,Yes
4,63,5,9,49,Yes
5,68,5,5,53,Yes
6,43,8,9,30,No
5,77,9,1,59,No
1,68,5,8,40,Yes
3,58,8,7,37,Yes
1,66,5,3,41,Yes
5,68,8,9,56,Yes
5,95,5,6,81,Yes
6,75,9,2,66,No
8,74,6,5,71,Yes
1,91,6,2,64,No
4,45,9,9,31,No
1,98,5,2,72,No
9,62,9,8,57,No
7,78,8,5,67,No
7,85,6,7,76,No
5,83,4,3,68,No
7,87,5,3,78,No
2,91,4,7,68,Yes
4,47,4,6,25,Yes
7,94,7,4,86,Yes
3,41,4,1,15,Yes
2,52,4,5,28,Yes
2,79,9,0,58,No
1,96,7,6,72,No
5,60,7,8,45,No
6,70,7,4,59,No
6,91,8,4,78,No
9,87,7,6,84,Yes
4,75,9,4,56,Yes
1,87,8,9,62,No
6,91,5,3,78,Yes
5,77,8,0,62,Yes
6,66,5,5,54,Yes
3,75,7,8,57,Yes
2,87,7,3,61,Yes
6,62,5,9,49,No
1,94,6,3,71,Yes
7,60,9,4,55,Yes
7,52,8,5,44,No
7,76,9,2,68,No
1,86,9,8,60,No
4,65,4,0,45,No
7,79,7,5,72,No
9,46,8,5,41,No
5,85,9,7,73,No
2,78,8,4,57,No
7,61,9,8,55,Yes
1,78,7,8,53,No
7,62,9,1,53,No
6,97,5,4,87,Yes
7,69,7,6,61,No
3,57,8,1,38,No
3,81,6,6,60,No
7,57,9,8,49,No
2,85,5,7,64,Yes
1,49,7,9,23,Yes
9,78,4,8,72,No
9,69,7,3,71,Yes
7,65,8,7,59,Yes
7,46,8,8,38,Yes
3,46,4,9,24,Yes
2,44,5,1,18,Yes
7,40,8,9,33,Yes
9,85,5,2,81,No
1,57,5,0,30,No
4,52,7,0,32,Yes
6,64,5,9,50,Yes
7,79,9,5,73,Yes
7,47,8,0,38,No
2,49,8,4,28,No
4,71,6,5,57,No
5,56,5,8,41,No
1,77,6,5,52,No
1,54,7,3,26,No
3,54,6,0,28,Yes
3,96,5,5,74,No
8,87,8,6,81,No
9,79,7,4,81,No
1,90,5,5,61,Yes
2,59,7,9,38,No
2,54,4,7,29,Yes
4,74,5,0,57,Yes
2,45,4,7,21,No
7,69,6,1,57,No
9,96,5,1,94,No
7,47,4,7,39,Yes
6,70,9,1,59,No
1,87,8,7,64,Yes
9,86,6,4,83,Yes
5,71,5,8,53,No
5,84,5,8,70,No
6,97,8,7,92,No
9,91,8,8,92,Yes
8,54,4,6,47,No
8,57,4,7,51,Yes
8,52,4,5,45,No
1,63,7,8,34,Yes
1,79,6,1,50,No
8,53,5,2,45,No
5,67,6,1,54,Yes
9,50,8,5,52,Yes
2,45,9,2,20,No
9,95,6,0,93,Yes
8,64,6,3,53,Yes
9,40,4,4,35,Yes
4,64,8,3,48,Yes
1,41,6,5,18,No
1,71,5,2,43,Yes
5,52,4,9,36,No
2,72,6,5,51,No
8,71,8,9,65,No
5,95,9,0,81,Yes
5,63,5,5,45,No
2,66,9,7,46,No
7,43,8,9,32,No
8,63,8,7,60,No
1,62,8,0,33,No
2,68,9,6,45,Yes
4,73,7,9,54,No
5,60,5,9,46,Yes
2,69,8,3,49,No
1,65,7,5,38,No
9,59,4,5,53,Yes
1,55,7,4,30,Yes
4,42,4,9,24,No
2,88,9,8,69,No
4,76,7,9,57,No
8,97,9,7,94,No
8,79,8,5,77,No
9,83,7,3,79,Yes
5,64,7,3,50,No
7,62,8,8,52,No
3,83,4,3,64,Yes
4,98,8,6,86,Yes
9,40,5,5,33,No
1,72,7,1,47,Yes
2,54,5,4,31,Yes
5,56,8,2,42,Yes
3,73,9,8,54,No
2,56,8,9,33,No
1,91,6,0,61,No
3,97,5,9,78,Yes
1,80,6,3,55,No
1,83,5,3,59,No
1,43,9,8,20,Yes
8,52,6,0,43,No
3,43,6,1,19,Yes
1,46,5,0,17,Yes
7,85,8,0,73,Yes
3,98,4,0,72,Yes
8,48,8,2,39,No
4,62,4,3,44,No
4,72,5,9,52,No
5,72,7,1,58,Yes
6,59,8,0,45,No
7,43,6,4,36,No
4,40,8,5,22,Yes
8,93,5,1,86,Yes
6,81,7,2,68,No
1,73,7,9,47,Yes
1,66,8,2,40,No
9,60,8,1,58,Yes
6,63,9,3,53,Yes
8,54,8,4,46,No
7,74,5,7,66,Yes
6,64,4,5,49,Yes
4,94,9,8,77,Yes
7,48,4,2,36,No
9,56,6,9,55,No
7,60,5,8,49,No
1,99,9,3,76,Yes
9,52,7,7,45,Yes
4,42,9,9,28,Yes
3,43,6,6,25,Yes
4,43,7,6,27,No
4,82,9,8,67,No
2,67,7,9,44,Yes
1,46,8,1,18,No
1,65,7,4,37,No
8,50,9,2,43,No
2,63,7,6,43,Yes
5,82,5,2,66,No
4,49,8,4,34,No
8,76,8,4,77,No
2,52,6,1,31,No
9,83,8,0,80,No
7,81,4,5,71,Yes
7,78,5,0,69,No
1,58,6,8,34,No
2,90,4,9,69,Yes
4,58,7,4,44,No
4,51,4,0,30,Yes
3,91,6,7,73,Yes
7,61,8,0,52,Yes
8,86,5,3,81,Yes
2,76,6,6,52,No
4,95,4,3,77,No
3,69,4,4,44,Yes
2,85,6,6,62,No
6,51,9,3,44,Yes
4,68,9,4,51,No
6,60,6,6,48,No
2,50,9,0,30,Yes
4,99,6,2,82,No
6,76,8,0,61,Yes
5,87,6,2,72,No
3,97,7,1,78,No
8,57,5,4,53,No
7,83,5,9,78,Yes
3,98,7,4,79,Yes
6,66,4,9,56,Yes
4,76,4,8,58,No
5,87,4,7,72,Yes
5,51,4,2,37,Yes
7,62,8,0,56,Yes
5,73,7,4,59,No
3,77,5,2,54,No
5,62,7,4,47,No
7,92,5,8,84,No
5,64,4,0,50,Yes
5,43,8,0,27,No
9,69,6,8,67,Yes
3,69,6,2,48,No
6,52,9,9,42,Yes
1,81,4,4,55,Yes
5,88,4,8,73,No
8,53,7,4,46,Yes
5,95,8,2,81,Yes
9,86,8,8,82,Yes
6,47,7,6,35,Yes
8,94,8,6,92,No
8,63,8,7,59,No
3,57,6,4,35,Yes
7,74,8,1,65,No
7,64,4,8,53,Yes
6,56,6,2,45,Yes
7,71,4,1,61,No
2,95,4,9,74,Yes
9,63,7,9,60,No
1,46,9,4,23,Yes
1,52,8,7,25,No
3,66,8,2,45,No
3,87,8,5,68,Yes
1,44,8,8,21,No
7,75,6,1,65,Yes
4,65,5,7,45,No
2,81,4,9,58,Yes
5,84,9,6,76,No
6,70,9,2,57,No
9,49,5,0,46,No
4,85,5,5,68,Yes
2,65,5,1,40,No
5,61,6,2,45,Yes
3,51,5,4,31,No
2,71,6,7,50,No
1,66,7,1,43,Yes
2,72,7,5,50,No
6,92,9,0,80,Yes
8,91,7,6,90,Yes
3,59,6,3,38,Yes
9,78,6,0,73,Yes
9,80,4,8,78,Yes
2,79,5,8,54,No
8,98,8,2,92,Yes
5,52,8,5,39,No
4,53,5,6,41,Yes
5,83,8,3,71,Yes
4,79,8,5,65,No
8,92,8,8,87,No
4,61,9,9,47,Yes
6,57,6,5,42,Yes
2,87,6,6,62,No
5,68,6,5,54,No
6,82,5,6,71,Yes
5,55,7,0,42,Yes
2,85,9,5,64,Yes
7,74,9,8,70,No
4,92,8,2,77,Yes
8,73,4,5,62,No
7,42,6,3,28,No
7,43,9,6,36,Yes
9,93,9,6,92,Yes
1,44,4,8,18,No
6,49,8,3,37,Yes
6,91,9,7,81,Yes
6,68,9,7,57,No
6,71,7,7,61,Yes
7,70,4,7,62,No
6,41,8,5,27,No
1,51,8,7,26,Yes
3,66,6,5,48,No
2,44,7,9,18,No
6,76,8,1,66,Yes
8,66,7,2,59,No
3,62,6,5,41,Yes
8,72,4,6,64,No
8,43,9,3,40,No
5,98,9,0,84,No
8,60,5,3,51,No
6,63,5,5,49,No
5,83,5,7,67,No
9,70,9,3,70,No
7,83,7,9,75,Yes
8,87,5,0,80,No
1,63,4,4,35,Yes
2,88,8,6,65,No
8,92,7,5,86,No
9,49,9,2,45,Yes
4,88,4,6,69,Yes
9,88,9,3,86,Yes
4,89,7,4,75,No
9,41,7,6,39,Yes
7,70,7,1,59,No
2,64,6,3,42,No
9,43,8,3,42,Yes
4,90,5,5,70,No
8,50,6,6,48,Yes
7,56,8,3,49,Yes
7,83,9,9,78,Yes
8,41,5,0,34,Yes
1,45,6,0,18,No
5,48,6,4,33,No
2,44,4,0,20,Yes
2,59,6,2,35,Yes
1,68,7,8,46,No
5,60,9,2,42,No
2,48,6,2,23,Yes
4,67,7,8,51,No
3,94,8,4,75,No
3,47,8,7,27,No
2,70,7,9,48,No
6,59,4,8,45,Yes
2,66,4,5,40,No
8,47,8,6,42,Yes
8,93,9,6,90,Yes
5,60,6,6,45,Yes
7,67,8,3,55,No
4,62,8,1,45,No
1,45,7,1,20,Yes
2,42,4,6,15,No
4,44,9,9,28,Yes
1,48,7,6,25,Yes
8,46,8,9,39,No
9,99,5,6,96,No
4,43,6,7,24,No
3,78,8,2,63,Yes
2,44,7,4,19,Yes
5,50,5,5,31,No
3,54,5,7,35,Yes
7,73,8,7,65,Yes
6,52,9,9,41,Yes
1,93,4,2,65,No
8,87,5,3,83,No
2,46,6,5,22,No
5,79,7,3,68,Yes
9,45,7,9,40,No
8,95,7,3,92,Yes
2,78,8,4,54,Yes
9,89,7,9,90,Yes
5,69,7,6,57,No
6,61,6,1,47,Yes
3,64,4,1,43,No
3,67,9,9,50,Yes
8,93,8,8,91,No
2,59,8,3,34,No
2,78,7,4,54,No
5,42,6,2,26,No
6,44,5,1,34,No
2,40,7,9,18,No
5,54,7,7,38,No
7,65,8,3,57,No
8,42,8,0,34,Yes
7,79,7,5,68,Yes
8,96,8,5,92,Yes
9,80,6,1,77,Yes
5,86,5,1,71,Yes
5,81,5,7,67,No
4,73,5,6,59,No
9,91,7,1,91,No
5,44,9,9,29,No
2,70,7,0,48,No
8,90,7,7,90,Yes
7,52,6,9,48,Yes
8,82,5,1,77,No
3,40,8,4,20,Yes
4,61,8,5,42,Yes
5,54,4,9,37,No
6,65,4,0,52,No
1,57,9,1,33,Yes
4,87,8,9,72,Yes
5,48,5,3,34,No
7,40,7,1,33,Yes
5,82,8,5,71,No
1,48,9,3,25,Yes
7,62,9,2,55,Yes
8,82,8,5,76,No
7,84,4,8,76,Yes
4,97,5,7,81,No
8,41,8,1,35,Yes
5,53,7,2,35,Yes
9,77,7,1,74,No
5,79,6,9,66,Yes
1,57,7,6,31,No
9,55,8,8,54,No
5,92,8,0,79,Yes
6,68,7,2,58,No
4,83,4,5,66,No
6,50,5,3,36,No
8,45,9,9,44,Yes
3,42,8,9,26,No
5,53,7,0,37,No
2,99,9,8,82,Yes
2,41,7,6,18,No
7,71,8,6,66,No
6,70,6,0,60,No
4,50,5,8,32,Yes
5,61,8,7,51,Yes
1,42,9,9,18,Yes
7,89,7,4,82,Yes
8,70,6,3,66,Yes
9,72,8,0,69,Yes
8,63,5,8,59,No
5,40,6,7,26,Yes
3,83,9,1,63,Yes
9,54,7,3,52,Yes
6,76,4,3,66,Yes
5,66,5,6,51,No
3,77,6,2,54,No
6,87,8,7,77,Yes
3,66,8,6,45,No
6,83,6,9,77,Yes
4,51,8,3,32,No
2,42,6,8,15,Yes
8,69,5,5,62,Yes
4,71,8,2,55,Yes
9,62,5,6,59,Yes
7,41,7,5,32,No
2,46,7,7,21,Yes
4,73,7,4,56,No
5,71,7,5,55,No
3,92,8,0,74,No
9,78,6,7,74,Yes
5,71,8,0,56,No
2,82,9,2,58,No
3,82,8,1,64,No
9,53,5,5,49,Yes
7,42,6,7,31,No
2,85,4,7,64,Yes
9,71,4,6,63,No
4,82,6,6,66,No
9,75,4,7,73,Yes
2,56,6,4,38,Yes
4,87,5,2,70,No
5,42,5,1,27,Yes
2,96,8,2,72,No
1,49,4,2,21,No
7,92,6,6,85,Yes
1,86,5,0,62,Yes
8,79,8,6,73,Yes
3,57,4,5,32,No
6,42,4,9,30,No
7,78,4,1,64,No
1,49,5,9,25,Yes
6,91,5,0,82,Yes
7,48,4,8,41,Yes
6,85,5,1,71,No
4,94,4,3,79,Yes
1,85,7,8,59,Yes
9,50,5,8,45,No
4,99,6,0,84,Yes
7,72,5,1,62,Yes
7,75,4,1,65,No
2,65,6,1,43,No
1,66,8,7,39,No
8,77,6,7,70,No
8,61,6,9,54,No
7,65,5,7,55,No
8,61,9,3,55,Yes
3,44,6,7,25,Yes
2,74,6,6,52,No
7,41,4,7,31,No
8,74,5,0,68,Yes
1,48,4,2,19,No
9,90,5,9,87,No
4,90,8,5,71,Yes
4,88,9,0,74,Yes
3,57,6,3,35,No
6,82,5,8,69,No
1,51,6,6,24,Yes
6,42,6,0,29,No
2,57,7,5,34,Yes
9,95,4,5,93,Yes
2,77,9,1,52,No
7,46,5,5,37,Yes
1,72,8,9,49,Yes
7,45,9,1,38,Yes
5,57,7,7,44,No
8,84,4,6,75,No
4,61,8,5,44,No
7,90,8,9,84,Yes
6,78,6,5,65,Yes
5,90,4,8,75,No
4,48,7,8,29,Yes
7,74,5,9,67,Yes
5,62,5,9,50,No
5,51,7,1,38,Yes
1,91,6,2,66,Yes
2,63,6,9,42,Yes
5,89,8,6,76,Yes
3,79,4,9,64,Yes
2,48,8,8,26,Yes
4,52,5,5,31,No
4,79,7,0,63,No
4,93,4,6,77,Yes
4,81,7,0,61,No
3,56,4,4,33,No
7,46,9,8,39,No
9,56,5,9,52,Yes
5,94,5,9,82,No
4,89,9,8,73,Yes
2,63,4,0,37,No
2,41,6,5,16,No
5,74,4,2,59,Yes
7,67,5,8,59,No
9,58,7,2,56,Yes
7,72,8,1,59,No
5,60,7,7,46,No
6,92,5,2,80,No
3,49,7,4,30,No
5,92,6,5,78,Yes
8,85,6,9,81,Yes
1,84,4,9,57,No
1,48,7,0,24,Yes
7,77,7,6,66,No
5,45,5,6,31,Yes
5,90,4,4,73,Yes
1,92,4,8,66,Yes
9,81,7,1,78,No
1,94,8,4,66,Yes
5,74,7,1,57,Yes
9,57,7,1,50,No
4,92,7,8,77,No
8,58,6,6,54,No
6,44,9,3,30,Yes
3,64,4,7,43,Yes
4,50,9,3,34,Yes
2,49,6,0,26,Yes
1,56,8,9,36,Yes
8,75,5,2,69,Yes
1,65,8,9,39,No
1,70,4,0,44,Yes
4,71,5,1,56,Yes
6,60,9,1,47,Yes
9,57,8,6,56,No
1,99,4,3,73,Yes
7,57,8,9,48,No
5,40,5,8,24,Yes
8,53,5,1,49,No
7,47,8,8,41,No
4,41,6,5,24,No
4,90,8,9,72,Yes
6,54,9,7,45,No
6,99,8,6,92,Yes
9,73,8,7,68,No
5,75,6,8,62,Yes
8,40,7,7,36,No
5,90,5,5,77,No
2,60,9,7,40,Yes
6,81,4,7,69,No
9,40,5,1,38,Yes
3,71,5,1,50,No
1,59,7,0,33,No
1,93,5,9,69,Yes
3,86,5,1,63,Yes
5,75,6,6,59,Yes
3,78,6,2,54,No
9,69,6,3,65,Yes
8,46,6,3,41,Yes
3,61,6,3,41,No
9,96,9,1,94,Yes
6,89,4,5,80,Yes
7,84,7,0,74,No
4,49,8,4,33,No
4,95,9,1,78,No
2,47,6,8,21,No
5,66,7,1,49,No
8,49,8,5,43,Yes
7,53,5,3,40,No
7,85,9,5,77,No
6,98,5,1,84,No
3,91,7,1,74,Yes
5,93,4,6,78,Yes
1,50,4,2,21,Yes
7,45,7,2,34,Yes
9,60,4,6,54,No
1,72,4,7,47,No
2,58,5,6,36,No
3,78,4,2,53,Yes
3,63,4,2,45,No
8,57,7,6,52,Yes
7,74,4,2,66,Yes
6,91,9,1,79,Yes
4,82,6,6,63,No
9,76,6,2,72,No
1,58,7,4,33,No
2,92,6,6,70,No
4,63,5,1,47,Yes
3,95,9,7,73,No
1,73,9,1,50,Yes
5,61,7,3,48,Yes
7,43,4,3,33,Yes
2,96,6,7,72,Yes
5,49,5,0,31,Yes
6,41,7,8,32,Yes
7,47,7,5,34,Yes
1,72,4,3,41,No
7,98,8,5,91,No
4,77,6,5,61,Yes
8,82,5,8,75,No
4,98,7,3,80,No
6,67,6,7,57,No
9,49,5,0,46,No
5,84,9,5,71,Yes
4,40,9,4,21,No
8,73,5,2,69,Yes
9,42,9,3,37,Yes
4,48,7,7,32,No
3,44,6,9,26,No
8,81,5,1,74,Yes
5,49,7,7,34,Yes
2,51,6,6,24,No
9,57,6,0,53,No
3,97,7,1,74,Yes
2,60,6,6,37,No
1,60,8,2,31,Yes
8,40,5,1,29,Yes
3,42,5,0,21,Yes
7,44,6,6,37,Yes
1,64,7,2,37,No
1,97,4,5,73,Yes
9,88,9,9,87,Yes
8,47,6,7,45,No
3,56,4,5,32,No
6,48,6,6,35,Yes
3,71,4,5,52,No
4,45,6,6,27,No
1,88,7,4,65,Yes
5,79,9,8,64,No
1,60,4,2,30,No
1,46,8,5,22,No
7,46,7,8,35,No
6,86,9,0,72,No
2,78,6,4,55,Yes
2,93,4,3,71,No
7,66,9,8,60,Yes
1,47,5,0,19,Yes
2,48,7,3,25,No
8,67,4,0,55,No
6,54,7,2,41,No
2,41,4,3,17,No
7,46,5,0,36,No
4,86,8,4,71,No
2,57,5,5,35,No
6,61,6,0,48,No
9,89,7,9,82,No
9,49,8,9,48,No
8,93,7,3,86,No
3,89,9,3,69,No
3,72,4,0,50,Yes
2,46,6,1,22,No
5,42,6,9,25,Yes
4,53,7,4,33,Yes
7,83,6,1,71,No
4,85,7,2,70,Yes
9,75,4,8,71,No
2,52,4,4,28,No
6,55,7,0,44,Yes
7,55,5,4,46,No
4,93,5,2,76,Yes
6,44,4,0,29,Yes
7,91,8,2,84,No
4,64,5,5,47,Yes
8,77,7,9,70,Yes
9,77,4,4,73,No
1,89,6,0,63,Yes
7,77,6,1,68,No
9,78,5,4,74,No
5,95,8,8,82,No
2,95,9,4,77,No
6,87,5,4,77,Yes
7,80,8,0,71,No
2,65,5,4,39,Yes
2,98,6,7,77,Yes
1,52,8,8,25,No
4,83,6,9,63,No
7,90,7,2,80,No
9,65,7,3,62,Yes
3,94,4,6,75,No
7,94,6,6,88,Yes
7,40,6,0,31,No
7,47,4,5,36,No
2,43,7,8,21,Yes
6,60,7,4,50,Yes
2,61,8,7,40,No
6,90,8,9,81,No
3,92,9,8,75,No
2,97,7,9,76,Yes
6,76,9,9,66,No
2,88,5,2,59,No
5,42,6,0,26,Yes
2,58,8,1,33,No
3,40,5,4,19,Yes
3,68,8,9,49,Yes
6,62,4,6,50,No
6,72,6,5,56,No
3,94,9,3,74,Yes
3,91,9,8,72,Yes
1,80,8,3,53,No
7,62,7,2,60,Yes
8,44,9,4,35,Yes
2,46,4,3,22,No
4,96,4,1,80,Yes
7,97,7,2,88,Yes
8,45,4,6,39,Yes
1,88,6,1,63,Yes
4,61,8,0,44,Yes
6,88,4,1,72,Yes
3,52,6,7,33,No
5,51,7,7,39,No
9,43,8,9,45,No
3,47,7,1,23,No
5,76,8,5,63,Yes
8,70,4,6,63,No
6,76,4,0,63,Yes
4,84,8,6,64,No
8,65,6,7,62,Yes
3,82,6,8,64,No
3,47,6,7,28,Yes
4,79,5,2,60,No
9,72,9,7,70,No
5,84,9,2,70,No
8,68,9,5,60,No
6,44,6,3,33,No
3,67,4,6,46,Yes
8,92,5,7,88,No
9,79,6,9,78,Yes
8,56,4,5,47,No
4,94,5,9,75,No
6,62,4,3,51,No
1,84,8,7,61,Yes
4,48,4,6,29,No
8,41,5,9,36,No
1,71,6,7,44,Yes
3,90,9,9,75,Yes
1,91,5,6,63,Yes
9,88,6,2,85,Yes
2,70,6,2,46,No
9,46,7,8,44,Yes
4,69,8,6,55,Yes
2,97,7,0,76,No
4,42,9,2,25,Yes
6,90,5,0,74,Yes
7,90,7,5,79,Yes
3,95,9,1,75,No
3,48,6,6,28,Yes
8,49,5,7,44,Yes
5,85,7,5,72,Yes
4,89,4,4,72,No
7,97,9,9,94,No
7,86,9,3,79,Yes
9,65,8,8,64,No
9,40,4,7,35,Yes
5,69,5,4,54,No
8,96,7,0,90,No
1,77,6,7,52,Yes
9,54,7,7,50,Yes
8,64,5,6,58,Yes
6,45,5,6,33,No
3,57,5,7,38,Yes
3,40,5,0,17,No
8,95,9,2,90,No
5,42,7,3,32,Yes
7,56,4,5,46,No
5,87,6,9,76,No
8,47,6,9,45,Yes
4,99,8,8,81,No
2,88,9,3,66,No
3,79,5,5,59,Yes
8,56,5,8,54,Yes
7,64,5,8,59,Yes
2,80,9,5,55,No
6,51,4,4,36,No
9,68,5,2,66,No
4,64,8,4,47,Yes
9,90,8,2,89,No
2,75,4,4,50,No
2,92,9,9,69,No
9,93,5,9,94,Yes
7,64,7,0,54,Yes
7,68,7,5,60,Yes
1,50,6,6,22,No
6,99,4,1,84,No
7,43,7,2,34,Yes
6,53,6,9,40,Yes
6,85,8,8,78,No
2,77,6,7,56,Yes
6,56,5,3,45,No
4,41,5,7,23,Yes
9,47,8,7,45,Yes
1,75,4,5,50,Yes
8,49,9,0,37,No
5,46,5,1,29,Yes
1,75,5,3,44,No
4,55,6,3,38,Yes
1,53,6,1,24,Yes
6,55,6,8,43,No
2,64,7,1,39,No
5,80,8,5,70,Yes
7,43,4,4,37,No
2,68,6,3,47,Yes
6,95,4,5,85,No
6,45,6,3,32,No
5,40,5,8,24,Yes
5,78,4,9,60,Yes
3,40,7,6,20,No
2,90,6,2,66,No
7,79,9,9,74,Yes
1,96,8,3,70,No
6,42,5,0,25,No
6,40,6,5,25,No
3,40,4,1,20,No
2,78,6,3,59,Yes
2,60,5,4,33,Yes
9,84,8,7,81,No
5,69,8,2,51,No
7,71,8,5,64,Yes
5,72,9,0,58,No
7,87,5,8,78,No
4,61,9,0,43,No
8,69,9,1,64,No
7,93,6,0,85,No
5,85,5,7,73,Yes
6,43,5,3,32,No
5,62,6,1,46,No
7,94,7,6,85,No
2,83,9,7,64,Yes
5,64,8,8,50,No
3,51,4,4,29,No
9,56,9,2,53,Yes
6,92,4,0,83,Yes
3,54,6,7,36,Yes
7,49,4,5,37,Yes
4,74,7,4,57,No
3,94,5,6,75,No
8,91,8,4,84,No
4,91,4,3,74,Yes
1,68,4,4,40,No
6,51,6,6,37,Yes
1,40,6,5,11,Yes
5,40,5,9,28,No
7,49,8,9,40,Yes
6,57,4,8,47,Yes
2,86,5,9,65,No
4,41,8,1,22,No
2,88,5,6,66,Yes
1,47,4,0,19,No
3,61,6,7,43,No
3,61,6,3,41,Yes
7,65,6,7,56,Yes
1,65,7,7,42,No
9,48,5,3,45,No
6,60,4,3,46,Yes
4,70,5,4,51,No
3,91,6,6,74,Yes
3,82,9,5,67,Yes
2,45,9,0,21,No
2,95,5,5,73,No
5,53,8,2,39,No
9,72,9,8,69,No
2,46,9,2,24,No
2,63,5,8,36,Yes
6,48,7,4,38,No
2,50,7,9,29,Yes
4,95,6,7,72,No
6,62,4,8,48,Yes
5,87,8,8,71,No
1,90,4,6,61,No
6,41,4,9,29,Yes
1,54,8,0,31,No
3,74,7,7,56,No
5,75,9,6,62,Yes
5,91,6,3,78,Yes
6,93,5,5,83,Yes
8,67,7,9,65,No
5,78,6,1,65,Yes
1,83,9,3,59,Yes
5,43,7,7,26,No
3,49,8,3,32,No
4,45,4,9,27,No
8,96,8,3,89,No
7,69,9,3,57,No
5,93,5,9,77,No
2,85,8,8,65,Yes
6,74,9,1,63,Yes
6,88,4,6,78,No
6,82,7,2,74,Yes
9,49,6,3,41,Yes
8,97,9,0,90,Yes
8,92,9,2,88,Yes
1,71,5,1,47,No
5,81,7,9,66,No
7,81,9,6,75,Yes
6,42,9,5,29,No
5,95,6,0,80,Yes
8,65,4,7,59,Yes
3,54,8,8,34,No
6,56,7,0,47,Yes
5,66,6,4,53,No
8,57,6,6,50,No
4,90,8,1,72,No
8,58,7,5,54,No
2,51,7,7,28,No
9,63,4,7,59,No
9,44,7,9,40,No
6,63,9,9,55,No
4,66,8,7,49,No
4,87,7,5,70,Yes
6,69,4,5,57,No
5,54,6,2,39,Yes
6,86,9,1,75,No
7,98,7,4,87,Yes
7,77,8,8,70,No
9,83,7,3,76,No
8,73,5,4,68,No
6,66,4,5,53,Yes
6,59,6,5,48,Yes
5,80,5,3,63,No
1,71,8,3,47,Yes
9,43,7,7,38,No
9,44,4,4,43,Yes
9,92,9,4,90,Yes
8,97,7,8,95,Yes
3,47,7,3,24,No
1,61,7,6,35,Yes
8,81,9,4,75,Yes
7,46,7,8,37,No
5,61,4,7,46,No
7,85,9,7,80,Yes
4,69,9,9,55,Yes
9,76,5,9,71,No
2,55,8,2,32,No
9,54,9,8,51,No
9,44,5,7,43,No
5,42,4,2,23,No
1,62,8,9,37,Yes
7,49,9,0,40,No
4,44,6,4,24,No
9,62,5,3,60,Yes
6,54,4,7,44,No
3,57,4,5,34,No
6,64,4,9,51,No
6,47,8,4,39,Yes
5,70,7,8,57,No
2,60,6,5,36,No
2,41,8,2,16,No
7,61,8,5,52,No
2,47,9,3,25,Yes
6,62,5,4,51,Yes
5,71,6,5,56,No
4,47,4,8,27,No
7,43,8,2,33,No
8,69,6,0,60,No
4,58,5,1,39,No
1,62,7,7,41,No
1,57,6,3,35,No
1,92,4,6,67,Yes
1,68,8,1,39,No
5,62,7,9,51,Yes
4,72,5,7,56,Yes
9,91,4,9,93,No
3,86,7,8,68,Yes
7,57,9,6,49,Yes
8,93,9,9,88,Yes
6,83,5,0,72,No
1,72,4,1,44,Yes
8,46,8,8,41,Yes
3,90,5,9,69,No
8,67,7,6,66,No
4,40,4,2,20,Yes
8,95,9,4,92,No
1,78,9,0,53,No
3,73,6,9,50,Yes
6,78,4,2,70,Yes
9,58,7,3,51,Yes
2,70,7,3,45,No
1,52,6,6,25,Yes
3,96,7,4,75,Yes
4,63,4,8,45,No
5,44,9,6,29,No
3,62,5,1,43,No
2,58,9,7,38,No
2,40,9,1,16,Yes
7,72,4,6,61,Yes
9,98,7,4,95,Yes
2,89,6,9,65,No
7,95,6,5,85,Yes
7,72,8,3,66,No
7,71,6,4,61,No
3,98,6,4,79,No
7,67,7,6,59,Yes
1,76,5,3,52,No
1,80,5,4,56,Yes
5,51,7,3,37,Yes
2,48,6,3,29,Yes
9,89,4,7,84,No
7,94,9,4,87,Yes
4,50,9,8,36,Yes
4,72,5,4,56,No
2,58,7,7,34,Yes
5,93,4,2,77,No
4,96,6,6,80,Yes
1,81,7,0,59,No
8,73,5,4,68,No
